matchup,round,opening_index,engine_a,engine_b,engine_a_family,engine_b_family,engine_a_rating,engine_b_rating,engine_a_color,white,black,result,engine_a_score,termination,plies,config_hash,opening_suite,source_pgn
maia2-1100__vs__maia2-1300,76,38,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,0-1,1.0,checkmate,42,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,77,39,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,118,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,78,39,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1/2-1/2,0.5,threefold repetition,49,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,79,40,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,90,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,80,40,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,111,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,81,41,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,77,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,82,41,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,45,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,83,42,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,74,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,84,42,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,113,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,85,43,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,56,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,86,43,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,115,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,87,44,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,62,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,88,44,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,103,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,89,45,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,72,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,90,45,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,59,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,91,46,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,71,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,92,46,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,37,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,93,47,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,92,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,94,47,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,39,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,95,48,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,70,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,96,48,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,0-1,1.0,checkmate,114,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,97,49,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,98,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,98,49,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1/2-1/2,0.5,threefold repetition,63,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,99,50,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,94,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,100,50,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,0-1,1.0,checkmate,70,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,101,51,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,60,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,102,51,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,0-1,1.0,checkmate,126,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,103,52,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,56,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,104,52,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1/2-1/2,0.5,threefold repetition,60,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,105,53,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,61,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,106,53,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,0-1,1.0,checkmate,122,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,107,54,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,65,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,108,54,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,51,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,109,55,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,125,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,110,55,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,47,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,111,56,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,43,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,112,56,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,119,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,113,57,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,95,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,114,57,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,111,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,115,58,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,146,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,116,58,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1/2-1/2,0.5,threefold repetition,87,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,117,59,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,92,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,118,59,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,0-1,1.0,checkmate,104,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,119,60,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,55,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,120,60,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,111,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,121,61,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,68,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,122,61,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1/2-1/2,0.5,threefold repetition,107,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,123,62,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,34,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,124,62,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,33,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,125,63,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,104,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,126,63,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,59,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,127,64,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,128,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,128,64,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,0-1,1.0,checkmate,60,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,129,65,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,77,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,130,65,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,51,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,131,66,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,62,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,132,66,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,105,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,133,67,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,150,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,134,67,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1/2-1/2,0.5,stalemate,106,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,135,68,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,64,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,136,68,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,75,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,137,69,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,118,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,138,69,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,109,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,139,70,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,52,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,140,70,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,87,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,141,71,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,119,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,142,71,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,65,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,143,72,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,61,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,144,72,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,131,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,145,73,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,63,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,146,73,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,0-1,1.0,checkmate,64,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,147,74,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,62,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,148,74,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1/2-1/2,0.5,threefold repetition,132,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,149,75,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,60,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,150,75,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,81,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,151,76,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,0-1,0.0,checkmate,56,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,152,76,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1/2-1/2,0.5,threefold repetition,90,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,153,77,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,101,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,154,77,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1-0,0.0,checkmate,87,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,155,78,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1/2-1/2,0.5,threefold repetition,102,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,156,78,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,Black,MAIA2 1300,MAIA2 1100,1/2-1/2,0.5,threefold repetition,63,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
maia2-1100__vs__maia2-1300,157,79,MAIA2 1100,MAIA2 1300,maia2,maia2,1100,1300,White,MAIA2 1100,MAIA2 1300,1-0,1.0,checkmate,75,d31e41e2b8428d226fa6c3501db2c5191b8533cad5e937ee561da25ccbbc228e,maia-relative-strength-100.pgn,maia2-1100__vs__maia2-1300.pgn
